inspection_id,lon,lat,census_block_2010
309,-76.98747351,38.90039566,110010084101001
310,-76.98747351,38.90039566,110010084101001
311,-76.98747351,38.90039566,110010084101001
312,-76.98747351,38.90039566,110010084101001
313,-76.98747351,38.90039566,110010084101001
314,-76.98747351,38.90039566,110010084101001
315,-76.98747351,38.90039566,110010084101001
316,-76.98747351,38.90039566,110010084101001
317,-76.98747351,38.90039566,110010084101001
318,-76.98747351,38.90039566,110010084101001
319,-76.98747351,38.90039566,110010084101001
320,-76.98747351,38.90039566,110010084101001
321,-76.98744179,38.90178384,110010088023004
322,-76.98744179,38.90178384,110010088023004
323,-76.99844914,38.90955655,110010088031027
324,-76.99844914,38.90955655,110010088031027
325,-76.99844914,38.90955655,110010088031027
326,-76.99844914,38.90955655,110010088031027
327,-76.99964801,38.90745888,110010088031029
328,-76.98600261,38.92397337,110010091022000
329,-76.98600261,38.92397337,110010091022000
330,-76.98600261,38.92397337,110010091022000
331,-76.98600261,38.92397337,110010091022000
332,-76.99774917,38.90948945,110010088031027
333,-76.99774917,38.90948945,110010088031027
334,-76.99774917,38.90948945,110010088031027
335,-76.98721697,38.89997287,110010084021001
336,-76.98721697,38.89997287,110010084021001
337,-76.98583107,38.92422451,110010091022000
338,-76.98583107,38.92422451,110010091022000
339,-76.98583107,38.92422451,110010091022000
340,-76.98583107,38.92422451,110010091022000
341,-76.99915717,38.90975609,110010088031025
342,-76.99915717,38.90975609,110010088031025
343,-76.99915717,38.90975609,110010088031025
344,-76.99915717,38.90975609,110010088031025
345,-76.98638993,38.92479921,110010093021008
346,-76.98600101,38.9145031,110010088031002
347,-76.98600101,38.9145031,110010088031002
348,-76.98667468,38.89999686,110010084021001
349,-76.98667468,38.89999686,110010084021001
350,-76.98667468,38.89999686,110010084021001
351,-76.98658628,38.89987686,110010084021001
352,-76.98608808,38.92503988,110010093021008
353,-76.98608808,38.92503988,110010093021008
354,-76.98608808,38.92503988,110010093021008
355,-76.98637598,38.89999349,110010084021001
356,-76.98637598,38.89999349,110010084021001
357,-76.98637598,38.89999349,110010084021001
358,-76.98637598,38.89999349,110010084021001
359,-76.98637598,38.89999349,110010084021001
360,-76.98628598,38.90044435,110010084101001
361,-76.98628598,38.90044435,110010084101001
362,-76.98541051,38.91515406,110010088031002
363,-76.98541051,38.91515406,110010088031002
364,-76.98541051,38.91515406,110010088031002
365,-76.98541051,38.91515406,110010088031002
366,-76.98541051,38.91515406,110010088031002
367,-76.9862735,38.90000177,110010084021001
368,-76.98598565,38.90113093,110010088022010
369,-76.98598565,38.90113093,110010088022010
370,-76.98602844,38.90041891,110010084101001
371,-76.98596826,38.9004181,110010084101001
372,-76.98596826,38.9004181,110010084101001
373,-76.98596826,38.9004181,110010084101001
374,-76.98596826,38.9004181,110010084101001
375,-76.98596826,38.9004181,110010084101001
376,-76.98596826,38.9004181,110010084101001
377,-77.00521177,38.91720308,110010087012002
378,-76.98571532,38.89010403,110010080022016
379,-76.98571532,38.89010403,110010080022016
380,-76.98536888,38.9011123,110010088022009
381,-76.98531504,38.90002895,110010084021000
382,-76.98531504,38.90002895,110010084021000
383,-76.98531504,38.90002895,110010084021000
384,-76.98531504,38.90002895,110010084021000
385,-76.98531504,38.90002895,110010084021000
386,-76.98531504,38.90002895,110010084021000
387,-76.98519533,38.8991071,110010080011000
388,-76.98519533,38.8991071,110010080011000
389,-76.98519533,38.8991071,110010080011000
390,-76.98519533,38.8991071,110010080011000
391,-76.98370221,38.92491183,110010091021005
392,-76.98370221,38.92491183,110010091021005
393,-76.98501645,38.90004098,110010084021000
394,-76.98501645,38.90004098,110010084021000
395,-76.98501645,38.90004098,110010084021000
396,-76.98501645,38.90004098,110010084021000
397,-76.98435543,38.90004621,110010084021000
398,-76.98435543,38.90004621,110010084021000
399,-76.98435543,38.90004621,110010084021000
400,-76.98172635,38.90030896,110010089042001
401,-76.98172635,38.90030896,110010089042001
402,-76.98172635,38.90030896,110010089042001
403,-76.98172635,38.90030896,110010089042001
404,-76.98172635,38.90030896,110010089042001
405,-76.98172635,38.90030896,110010089042001
406,-76.98172635,38.90030896,110010089042001
407,-76.98172635,38.90030896,110010089042001
408,-76.98335491,38.89009498,110010080021012
409,-76.98335491,38.89009498,110010080021012
410,-76.98335491,38.89009498,110010080021012
411,-76.98326858,38.8900856,110010080021012
412,-76.98326858,38.8900856,110010080021012
413,-76.93571523,38.90983777,110010096011038
414,-76.98215194,38.92577794,110010091021006
415,-77.0093542,38.91048251,110010046001000
416,-77.0093542,38.91048251,110010046001000
417,-77.0093542,38.91048251,110010046001000
418,-76.93491153,38.91193933,110010096011006
419,-76.93491393,38.91057331,110010096011038
420,-76.98071541,38.90043284,110010089042001
421,-76.98071541,38.90043284,110010089042001
422,-76.98071541,38.90043284,110010089042001
423,-76.98071541,38.90043284,110010089042001
424,-76.98264332,38.92630365,110010093013018
425,-76.98066131,38.90052301,110010089042001
426,-76.98066131,38.90052301,110010089042001
427,-76.98200805,38.92655975,110010093013023
428,-76.98200805,38.92655975,110010093013023
429,-76.98200805,38.92655975,110010093013023
430,-76.98200805,38.92655975,110010093013023
431,-76.98200805,38.92655975,110010093013023
432,-76.98145547,38.90019163,110010089042001
433,-76.98145547,38.90019163,110010089042001
434,-76.98145547,38.90019163,110010089042001
435,-76.97977005,38.90056763,110010089042001
436,-76.97977005,38.90056763,110010089042001
437,-76.97977005,38.90056763,110010089042001
438,-76.97977005,38.90056763,110010089042001
439,-76.97977005,38.90056763,110010089042001
440,-76.97977005,38.90056763,110010089042001
441,-76.97977005,38.90056763,110010089042001
442,-76.97977005,38.90056763,110010089042001
443,-76.98188718,38.92660432,110010093013023
444,-76.98188718,38.92660432,110010093013023
445,-76.98126499,38.9262256,110010091021002
446,-76.98126499,38.9262256,110010091021002
447,-76.93491153,38.91193933,110010096011006
448,-76.93491153,38.91193933,110010096011006
449,-76.98000156,38.91695691,110010088031000
450,-76.98021564,38.89925447,110010079014000
451,-76.98021564,38.89925447,110010079014000
452,-76.98021564,38.89925447,110010079014000
453,-76.98021564,38.89925447,110010079014000
454,-76.98021564,38.89925447,110010079014000
455,-77.00873555,38.91274546,110010087011004
456,-77.00873555,38.91274546,110010087011004
457,-76.98503507,38.90968757,110010088042004
458,-76.98503507,38.90968757,110010088042004
459,-77.00934998,38.91352202,110010033022000
460,-77.00934998,38.91352202,110010033022000
461,-77.00934998,38.91352202,110010033022000
462,-77.00934998,38.91352202,110010033022000
463,-77.00934998,38.91352202,110010033022000
464,-77.00934998,38.91352202,110010033022000
465,-76.98103885,38.94136843,110010095032014
466,-76.98103885,38.94136843,110010095032014
467,-76.97917584,38.91689046,110010088031000
468,-76.97912225,38.91956611,110010091022006
469,-76.97912225,38.91956611,110010091022006
470,-76.97912225,38.91956611,110010091022006
471,-76.97912225,38.91956611,110010091022006
